configuration,boarding_method,bag_percent,n_groups,steps
"2,2,2",front-to-back WMA,0.5,15,110
"2,2,2",front-to-back WMA,0.5,15,111
"2,2,2",front-to-back WMA,0.5,15,110
"2,2,2",front-to-back WMA,0.5,15,107
"2,2,2",front-to-back WMA,0.5,15,104
"2,2,2",back-to-front WMA,0.5,15,84
"2,2,2",back-to-front WMA,0.5,15,79
"2,2,2",back-to-front WMA,0.5,15,87
"2,2,2",back-to-front WMA,0.5,15,80
"2,2,2",back-to-front WMA,0.5,15,89
"2,2,2",back-to-front WMA,0.5,15,87
"2,2,2",back-to-front WMA,0.5,15,87
"2,2,2",back-to-front WMA,0.5,15,80
"2,2,2",back-to-front WMA,0.5,15,83
"2,2,2",back-to-front WMA,0.5,15,85
"2,2,2",back-to-front WMA,0.5,15,79
"2,2,2",back-to-front WMA,0.5,15,81
"2,2,2",back-to-front WMA,0.5,15,86
"2,2,2",back-to-front WMA,0.5,15,78
"2,2,2",back-to-front WMA,0.5,15,84
"2,2,2",back-to-front WMA,0.5,15,83
"2,2,2",back-to-front WMA,0.5,15,79
"2,2,2",back-to-front WMA,0.5,15,83
"2,2,2",back-to-front WMA,0.5,15,78
"2,2,2",back-to-front WMA,0.5,15,81
"2,2,2",back-to-front WMA,0.5,15,83
"2,2,2",back-to-front WMA,0.5,15,77
"2,2,2",back-to-front WMA,0.5,15,73
"2,2,2",back-to-front WMA,0.5,15,80
"2,2,2",back-to-front WMA,0.5,15,84
"2,2,2",back-to-front WMA,0.5,15,82
"2,2,2",back-to-front WMA,0.5,15,82
"2,2,2",back-to-front WMA,0.5,15,81
"2,2,2",back-to-front WMA,0.5,15,74
"2,2,2",back-to-front WMA,0.5,15,81
"2,2,2",back-to-front WMA,0.5,15,79
"2,2,2",back-to-front WMA,0.5,15,78
"2,2,2",back-to-front WMA,0.5,15,76
"2,2,2",back-to-front WMA,0.5,15,82
"2,2,2",back-to-front WMA,0.5,15,77
"2,2,2",back-to-front WMA,0.5,15,80
"2,2,2",back-to-front WMA,0.5,15,74
"2,2,2",back-to-front WMA,0.5,15,83
"2,2,2",back-to-front WMA,0.5,15,84
"2,2,2",back-to-front WMA,0.5,15,80
"2,2,2",back-to-front WMA,0.5,15,84
