configuration,boarding_method,bag_percent,n_groups,steps
"3,3",front-to-back,0.0,15,145
"3,3",front-to-back,0.0,15,155
"3,3",front-to-back,0.0,15,139
"3,3",front-to-back,0.1,15,158
"3,3",front-to-back,0.1,15,154
"3,3",front-to-back,0.1,15,167
"3,3",front-to-back,0.1,15,167
"3,3",front-to-back,0.1,15,166
"3,3",front-to-back,0.1,15,152
"3,3",front-to-back,0.1,15,172
"3,3",front-to-back,0.1,15,162
"3,3",front-to-back,0.1,15,166
"3,3",front-to-back,0.1,15,168
"3,3",front-to-back,0.1,15,150
"3,3",front-to-back,0.1,15,165
"3,3",front-to-back,0.1,15,166
"3,3",front-to-back,0.1,15,166
"3,3",front-to-back,0.1,15,162
"3,3",front-to-back,0.1,15,170
"3,3",front-to-back,0.1,15,165
"3,3",front-to-back,0.1,15,169
"3,3",front-to-back,0.1,15,164
"3,3",front-to-back,0.1,15,160
"3,3",front-to-back,0.1,15,160
"3,3",front-to-back,0.1,15,167
"3,3",front-to-back,0.1,15,167
"3,3",front-to-back,0.1,15,168
"3,3",front-to-back,0.1,15,148
"3,3",front-to-back,0.1,15,165
"3,3",front-to-back,0.1,15,170
"3,3",front-to-back,0.1,15,159
"3,3",front-to-back,0.1,15,167
"3,3",front-to-back,0.1,15,162
"3,3",front-to-back,0.1,15,164
"3,3",front-to-back,0.1,15,169
"3,3",front-to-back,0.1,15,172
"3,3",front-to-back,0.1,15,164
"3,3",front-to-back,0.1,15,163
"3,3",front-to-back,0.1,15,168
"3,3",front-to-back,0.1,15,164
"3,3",front-to-back,0.1,15,165
"3,3",front-to-back,0.1,15,154
"3,3",front-to-back,0.1,15,172
"3,3",front-to-back,0.1,15,163
"3,3",front-to-back,0.1,15,166
"3,3",front-to-back,0.1,15,158
"3,3",front-to-back,0.1,15,158
"3,3",front-to-back,0.1,15,163
"3,3",front-to-back,0.1,15,155
"3,3",front-to-back,0.1,15,166
"3,3",front-to-back,0.1,15,170
"3,3",front-to-back,0.1,15,171
"3,3",front-to-back,0.1,15,164
"3,3",front-to-back,0.1,15,165
"3,3",front-to-back,0.1,15,168
"3,3",front-to-back,0.1,15,164
"3,3",front-to-back,0.1,15,157
"3,3",front-to-back,0.1,15,166
"3,3",front-to-back,0.1,15,155
"3,3",front-to-back,0.1,15,167
"3,3",front-to-back,0.1,15,169
"3,3",front-to-back,0.1,15,160
"3,3",front-to-back,0.1,15,158
"3,3",front-to-back,0.2,15,175
"3,3",front-to-back,0.2,15,189
"3,3",front-to-back,0.2,15,183
"3,3",front-to-back,0.2,15,186
"3,3",front-to-back,0.2,15,184
"3,3",front-to-back,0.2,15,182
"3,3",front-to-back,0.2,15,181
"3,3",front-to-back,0.2,15,183
"3,3",front-to-back,0.2,15,181
"3,3",front-to-back,0.2,15,188
"3,3",front-to-back,0.2,15,183
"3,3",front-to-back,0.2,15,176
"3,3",front-to-back,0.2,15,190
"3,3",front-to-back,0.2,15,186
"3,3",front-to-back,0.2,15,177
"3,3",front-to-back,0.2,15,188
"3,3",front-to-back,0.2,15,189
"3,3",front-to-back,0.2,15,178
"3,3",front-to-back,0.2,15,177
"3,3",front-to-back,0.2,15,189
"3,3",front-to-back,0.2,15,175
"3,3",front-to-back,0.2,15,178
"3,3",front-to-back,0.2,15,183
"3,3",front-to-back,0.2,15,179
"3,3",front-to-back,0.2,15,188
"3,3",front-to-back,0.2,15,182
"3,3",front-to-back,0.2,15,178
"3,3",front-to-back,0.2,15,171
"3,3",front-to-back,0.2,15,183
"3,3",front-to-back,0.2,15,194
"3,3",front-to-back,0.2,15,182
"3,3",front-to-back,0.2,15,175
"3,3",front-to-back,0.2,15,182
"3,3",front-to-back,0.2,15,176
"3,3",front-to-back,0.2,15,178
"3,3",front-to-back,0.2,15,192
"3,3",front-to-back,0.2,15,177
"3,3",front-to-back,0.2,15,180
"3,3",front-to-back,0.2,15,184
"3,3",front-to-back,0.2,15,181
"3,3",front-to-back,0.2,15,190
"3,3",front-to-back,0.2,15,178
"3,3",front-to-back,0.2,15,188
"3,3",front-to-back,0.2,15,179
"3,3",front-to-back,0.2,15,189
"3,3",front-to-back,0.2,15,186
"3,3",front-to-back,0.2,15,193
"3,3",front-to-back,0.2,15,187
"3,3",front-to-back,0.2,15,179
"3,3",front-to-back,0.2,15,176
"3,3",front-to-back,0.2,15,173
"3,3",front-to-back,0.2,15,189
"3,3",front-to-back,0.2,15,185
"3,3",front-to-back,0.2,15,190
"3,3",front-to-back,0.2,15,170
"3,3",front-to-back,0.2,15,183
"3,3",front-to-back,0.2,15,172
"3,3",front-to-back,0.2,15,180
"3,3",front-to-back,0.2,15,179
"3,3",front-to-back,0.2,15,180
"3,3",front-to-back,0.3,15,197
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,208
"3,3",front-to-back,0.3,15,192
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,205
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,207
"3,3",front-to-back,0.3,15,194
"3,3",front-to-back,0.3,15,207
"3,3",front-to-back,0.3,15,198
"3,3",front-to-back,0.3,15,192
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,189
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,210
"3,3",front-to-back,0.3,15,191
"3,3",front-to-back,0.3,15,188
"3,3",front-to-back,0.3,15,206
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,200
"3,3",front-to-back,0.3,15,193
"3,3",front-to-back,0.3,15,197
"3,3",front-to-back,0.3,15,198
"3,3",front-to-back,0.3,15,192
"3,3",front-to-back,0.3,15,196
"3,3",front-to-back,0.3,15,194
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,202
"3,3",front-to-back,0.3,15,203
"3,3",front-to-back,0.3,15,186
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,196
"3,3",front-to-back,0.3,15,195
"3,3",front-to-back,0.3,15,195
"3,3",front-to-back,0.3,15,198
"3,3",front-to-back,0.3,15,195
"3,3",front-to-back,0.3,15,197
"3,3",front-to-back,0.3,15,204
"3,3",front-to-back,0.3,15,211
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.3,15,191
"3,3",front-to-back,0.3,15,195
"3,3",front-to-back,0.3,15,192
"3,3",front-to-back,0.3,15,195
"3,3",front-to-back,0.3,15,202
"3,3",front-to-back,0.3,15,188
"3,3",front-to-back,0.3,15,193
"3,3",front-to-back,0.3,15,187
"3,3",front-to-back,0.3,15,202
"3,3",front-to-back,0.3,15,196
"3,3",front-to-back,0.3,15,211
"3,3",front-to-back,0.3,15,193
"3,3",front-to-back,0.3,15,197
"3,3",front-to-back,0.3,15,196
"3,3",front-to-back,0.3,15,204
"3,3",front-to-back,0.3,15,187
"3,3",front-to-back,0.3,15,194
"3,3",front-to-back,0.3,15,199
"3,3",front-to-back,0.4,15,208
"3,3",front-to-back,0.4,15,223
"3,3",front-to-back,0.4,15,214
"3,3",front-to-back,0.4,15,210
"3,3",front-to-back,0.4,15,211
"3,3",front-to-back,0.4,15,229
"3,3",front-to-back,0.4,15,222
"3,3",front-to-back,0.4,15,219
"3,3",front-to-back,0.4,15,212
"3,3",front-to-back,0.4,15,221
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,230
"3,3",front-to-back,0.4,15,210
"3,3",front-to-back,0.4,15,223
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,213
"3,3",front-to-back,0.4,15,211
"3,3",front-to-back,0.4,15,220
"3,3",front-to-back,0.4,15,217
"3,3",front-to-back,0.4,15,222
"3,3",front-to-back,0.4,15,221
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,213
"3,3",front-to-back,0.4,15,220
"3,3",front-to-back,0.4,15,214
"3,3",front-to-back,0.4,15,215
"3,3",front-to-back,0.4,15,218
"3,3",front-to-back,0.4,15,210
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,214
"3,3",front-to-back,0.4,15,220
"3,3",front-to-back,0.4,15,224
"3,3",front-to-back,0.4,15,222
"3,3",front-to-back,0.4,15,209
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,221
"3,3",front-to-back,0.4,15,224
"3,3",front-to-back,0.4,15,214
"3,3",front-to-back,0.4,15,208
"3,3",front-to-back,0.4,15,208
"3,3",front-to-back,0.4,15,202
"3,3",front-to-back,0.4,15,213
"3,3",front-to-back,0.4,15,226
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,210
"3,3",front-to-back,0.4,15,222
"3,3",front-to-back,0.4,15,217
"3,3",front-to-back,0.4,15,215
"3,3",front-to-back,0.4,15,222
"3,3",front-to-back,0.4,15,222
"3,3",front-to-back,0.4,15,220
"3,3",front-to-back,0.4,15,217
"3,3",front-to-back,0.4,15,210
"3,3",front-to-back,0.4,15,213
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,218
"3,3",front-to-back,0.4,15,213
"3,3",front-to-back,0.4,15,216
"3,3",front-to-back,0.4,15,228
"3,3",front-to-back,0.4,15,217
"3,3",front-to-back,0.5,15,248
"3,3",front-to-back,0.5,15,227
"3,3",front-to-back,0.5,15,239
"3,3",front-to-back,0.5,15,236
"3,3",front-to-back,0.5,15,241
"3,3",front-to-back,0.5,15,236
"3,3",front-to-back,0.5,15,233
"3,3",front-to-back,0.5,15,233
"3,3",front-to-back,0.5,15,230
"3,3",front-to-back,0.5,15,242
"3,3",front-to-back,0.5,15,241
"3,3",front-to-back,0.5,15,234
"3,3",front-to-back,0.5,15,222
"3,3",front-to-back,0.5,15,241
"3,3",front-to-back,0.5,15,244
"3,3",front-to-back,0.5,15,230
"3,3",front-to-back,0.5,15,223
"3,3",front-to-back,0.5,15,232
"3,3",front-to-back,0.5,15,231
"3,3",front-to-back,0.5,15,234
"3,3",front-to-back,0.5,15,233
"3,3",front-to-back,0.5,15,237
"3,3",front-to-back,0.5,15,240
"3,3",front-to-back,0.5,15,234
"3,3",front-to-back,0.5,15,237
"3,3",front-to-back,0.5,15,234
"3,3",front-to-back,0.5,15,234
"3,3",front-to-back,0.5,15,239
"3,3",front-to-back,0.5,15,233
"3,3",front-to-back,0.5,15,238
"3,3",front-to-back,0.5,15,232
"3,3",front-to-back,0.5,15,230
"3,3",front-to-back,0.5,15,234
"3,3",front-to-back,0.5,15,240
"3,3",front-to-back,0.5,15,235
"3,3",front-to-back,0.5,15,240
"3,3",front-to-back,0.5,15,233
"3,3",front-to-back,0.5,15,235
"3,3",front-to-back,0.5,15,224
"3,3",front-to-back,0.5,15,233
"3,3",front-to-back,0.5,15,231
"3,3",front-to-back,0.5,15,246
"3,3",front-to-back,0.5,15,229
"3,3",front-to-back,0.5,15,241
"3,3",front-to-back,0.5,15,236
"3,3",front-to-back,0.5,15,247
"3,3",front-to-back,0.5,15,236
"3,3",front-to-back,0.5,15,224
"3,3",front-to-back,0.5,15,233
"3,3",front-to-back,0.5,15,236
"3,3",front-to-back,0.5,15,231
"3,3",front-to-back,0.5,15,229
"3,3",front-to-back,0.5,15,240
"3,3",front-to-back,0.5,15,245
"3,3",front-to-back,0.5,15,244
"3,3",front-to-back,0.5,15,244
"3,3",front-to-back,0.5,15,219
"3,3",front-to-back,0.5,15,238
"3,3",front-to-back,0.5,15,218
"3,3",front-to-back,0.5,15,237
"3,3",front-to-back,0.6,15,264
"3,3",front-to-back,0.6,15,253
"3,3",front-to-back,0.6,15,253
"3,3",front-to-back,0.6,15,251
"3,3",front-to-back,0.6,15,253
"3,3",front-to-back,0.6,15,248
"3,3",front-to-back,0.6,15,250
"3,3",front-to-back,0.6,15,262
"3,3",front-to-back,0.6,15,245
"3,3",front-to-back,0.6,15,249
"3,3",front-to-back,0.6,15,262
"3,3",front-to-back,0.6,15,241
"3,3",front-to-back,0.6,15,259
"3,3",front-to-back,0.6,15,241
"3,3",front-to-back,0.6,15,260
"3,3",front-to-back,0.6,15,263
"3,3",front-to-back,0.6,15,251
"3,3",front-to-back,0.6,15,247
"3,3",front-to-back,0.6,15,251
"3,3",front-to-back,0.6,15,261
"3,3",front-to-back,0.6,15,250
"3,3",front-to-back,0.6,15,259
"3,3",front-to-back,0.6,15,258
"3,3",front-to-back,0.6,15,247
"3,3",front-to-back,0.6,15,248
"3,3",front-to-back,0.6,15,254
"3,3",front-to-back,0.6,15,254
"3,3",front-to-back,0.6,15,253
"3,3",front-to-back,0.6,15,252
"3,3",front-to-back,0.6,15,248
"3,3",front-to-back,0.6,15,255
"3,3",front-to-back,0.6,15,250
"3,3",front-to-back,0.6,15,250
"3,3",front-to-back,0.6,15,254
"3,3",front-to-back,0.6,15,265
"3,3",front-to-back,0.6,15,260
"3,3",front-to-back,0.6,15,247
"3,3",front-to-back,0.6,15,244
"3,3",front-to-back,0.6,15,244
"3,3",front-to-back,0.6,15,266
"3,3",front-to-back,0.6,15,256
"3,3",front-to-back,0.6,15,262
"3,3",front-to-back,0.6,15,258
"3,3",front-to-back,0.6,15,264
"3,3",front-to-back,0.6,15,252
"3,3",front-to-back,0.6,15,248
"3,3",front-to-back,0.6,15,250
"3,3",front-to-back,0.6,15,253
"3,3",front-to-back,0.6,15,257
"3,3",front-to-back,0.6,15,247
"3,3",front-to-back,0.6,15,243
"3,3",front-to-back,0.6,15,256
"3,3",front-to-back,0.6,15,250
"3,3",front-to-back,0.6,15,249
"3,3",front-to-back,0.6,15,261
"3,3",front-to-back,0.6,15,251
"3,3",front-to-back,0.6,15,238
"3,3",front-to-back,0.6,15,252
"3,3",front-to-back,0.6,15,260
"3,3",front-to-back,0.6,15,255
"3,3",front-to-back,0.7,15,274
"3,3",front-to-back,0.7,15,272
"3,3",front-to-back,0.7,15,265
"3,3",front-to-back,0.7,15,279
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,283
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,259
"3,3",front-to-back,0.7,15,274
"3,3",front-to-back,0.7,15,262
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,277
"3,3",front-to-back,0.7,15,269
"3,3",front-to-back,0.7,15,268
"3,3",front-to-back,0.7,15,274
"3,3",front-to-back,0.7,15,262
"3,3",front-to-back,0.7,15,264
"3,3",front-to-back,0.7,15,286
"3,3",front-to-back,0.7,15,269
"3,3",front-to-back,0.7,15,262
"3,3",front-to-back,0.7,15,271
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,270
"3,3",front-to-back,0.7,15,277
"3,3",front-to-back,0.7,15,265
"3,3",front-to-back,0.7,15,272
"3,3",front-to-back,0.7,15,261
"3,3",front-to-back,0.7,15,277
"3,3",front-to-back,0.7,15,263
"3,3",front-to-back,0.7,15,265
"3,3",front-to-back,0.7,15,274
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,268
"3,3",front-to-back,0.7,15,281
"3,3",front-to-back,0.7,15,275
"3,3",front-to-back,0.7,15,266
"3,3",front-to-back,0.7,15,269
"3,3",front-to-back,0.7,15,276
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,269
"3,3",front-to-back,0.7,15,255
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,276
"3,3",front-to-back,0.7,15,283
"3,3",front-to-back,0.7,15,285
"3,3",front-to-back,0.7,15,284
"3,3",front-to-back,0.7,15,276
"3,3",front-to-back,0.7,15,272
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,278
"3,3",front-to-back,0.7,15,265
"3,3",front-to-back,0.7,15,272
"3,3",front-to-back,0.7,15,273
"3,3",front-to-back,0.7,15,276
"3,3",front-to-back,0.7,15,277
"3,3",front-to-back,0.7,15,277
"3,3",front-to-back,0.7,15,266
"3,3",front-to-back,0.7,15,274
"3,3",front-to-back,0.7,15,268
"3,3",front-to-back,0.7,15,274
"3,3",front-to-back,0.8,15,296
"3,3",front-to-back,0.8,15,280
"3,3",front-to-back,0.8,15,283
"3,3",front-to-back,0.8,15,287
"3,3",front-to-back,0.8,15,281
"3,3",front-to-back,0.8,15,294
"3,3",front-to-back,0.8,15,285
"3,3",front-to-back,0.8,15,293
"3,3",front-to-back,0.8,15,291
"3,3",front-to-back,0.8,15,274
"3,3",front-to-back,0.8,15,294
"3,3",front-to-back,0.8,15,285
"3,3",front-to-back,0.8,15,289
"3,3",front-to-back,0.8,15,288
"3,3",front-to-back,0.8,15,293
"3,3",front-to-back,0.8,15,296
"3,3",front-to-back,0.8,15,302
"3,3",front-to-back,0.8,15,286
"3,3",front-to-back,0.8,15,290
"3,3",front-to-back,0.8,15,286
"3,3",front-to-back,0.8,15,274
"3,3",front-to-back,0.8,15,281
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,288
"3,3",front-to-back,0.8,15,283
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,288
"3,3",front-to-back,0.8,15,289
"3,3",front-to-back,0.8,15,290
"3,3",front-to-back,0.8,15,283
"3,3",front-to-back,0.8,15,301
"3,3",front-to-back,0.8,15,286
"3,3",front-to-back,0.8,15,294
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,283
"3,3",front-to-back,0.8,15,289
"3,3",front-to-back,0.8,15,286
"3,3",front-to-back,0.8,15,284
"3,3",front-to-back,0.8,15,290
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,294
"3,3",front-to-back,0.8,15,288
"3,3",front-to-back,0.8,15,284
"3,3",front-to-back,0.8,15,286
"3,3",front-to-back,0.8,15,288
"3,3",front-to-back,0.8,15,278
"3,3",front-to-back,0.8,15,290
"3,3",front-to-back,0.8,15,293
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,291
"3,3",front-to-back,0.8,15,296
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,293
"3,3",front-to-back,0.8,15,289
"3,3",front-to-back,0.8,15,288
"3,3",front-to-back,0.8,15,286
"3,3",front-to-back,0.8,15,292
"3,3",front-to-back,0.8,15,289
"3,3",front-to-back,0.8,15,293
"3,3",front-to-back,0.9,15,313
"3,3",front-to-back,0.9,15,312
"3,3",front-to-back,0.9,15,314
"3,3",front-to-back,0.9,15,321
"3,3",front-to-back,0.9,15,297
"3,3",front-to-back,0.9,15,300
"3,3",front-to-back,0.9,15,307
"3,3",front-to-back,0.9,15,302
"3,3",front-to-back,0.9,15,313
"3,3",front-to-back,0.9,15,318
"3,3",front-to-back,0.9,15,300
"3,3",front-to-back,0.9,15,306
"3,3",front-to-back,0.9,15,297
"3,3",front-to-back,0.9,15,309
"3,3",front-to-back,0.9,15,305
"3,3",front-to-back,0.9,15,294
"3,3",front-to-back,0.9,15,312
"3,3",front-to-back,0.9,15,302
"3,3",front-to-back,0.9,15,309
"3,3",front-to-back,0.9,15,315
"3,3",front-to-back,0.9,15,311
"3,3",front-to-back,0.9,15,312
"3,3",front-to-back,0.9,15,306
"3,3",front-to-back,0.9,15,311
"3,3",front-to-back,0.9,15,301
"3,3",front-to-back,0.9,15,311
"3,3",front-to-back,0.9,15,316
"3,3",front-to-back,0.9,15,307
"3,3",front-to-back,0.9,15,298
"3,3",front-to-back,0.9,15,303
"3,3",front-to-back,0.9,15,301
"3,3",front-to-back,0.9,15,311
"3,3",front-to-back,0.9,15,304
"3,3",front-to-back,0.9,15,310
"3,3",front-to-back,0.9,15,307
"3,3",front-to-back,0.9,15,311
"3,3",front-to-back,0.9,15,308
"3,3",front-to-back,0.9,15,302
"3,3",front-to-back,0.9,15,308
"3,3",front-to-back,0.9,15,304
"3,3",front-to-back,0.9,15,311
"3,3",front-to-back,0.9,15,316
"3,3",front-to-back,0.9,15,295
"3,3",front-to-back,0.9,15,309
"3,3",front-to-back,0.9,15,304
"3,3",front-to-back,0.9,15,312
"3,3",front-to-back,0.9,15,312
"3,3",front-to-back,0.9,15,303
"3,3",front-to-back,0.9,15,302
"3,3",front-to-back,0.9,15,300
"3,3",front-to-back,0.9,15,309
"3,3",front-to-back,0.9,15,308
"3,3",front-to-back,0.9,15,311
"3,3",front-to-back,0.9,15,314
"3,3",front-to-back,0.9,15,307
"3,3",front-to-back,0.9,15,307
"3,3",front-to-back,0.9,15,296
"3,3",front-to-back,0.9,15,294
"3,3",front-to-back,0.9,15,303
"3,3",front-to-back,0.9,15,305
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,325
"3,3",front-to-back,1.0,15,320
"3,3",front-to-back,1.0,15,329
"3,3",front-to-back,1.0,15,320
"3,3",front-to-back,1.0,15,325
"3,3",front-to-back,1.0,15,336
"3,3",front-to-back,1.0,15,320
"3,3",front-to-back,1.0,15,325
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,319
"3,3",front-to-back,1.0,15,322
"3,3",front-to-back,1.0,15,325
"3,3",front-to-back,1.0,15,323
"3,3",front-to-back,1.0,15,322
"3,3",front-to-back,1.0,15,319
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,323
"3,3",front-to-back,1.0,15,331
"3,3",front-to-back,1.0,15,336
"3,3",front-to-back,1.0,15,323
"3,3",front-to-back,1.0,15,331
"3,3",front-to-back,1.0,15,325
"3,3",front-to-back,1.0,15,330
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,321
"3,3",front-to-back,1.0,15,332
"3,3",front-to-back,1.0,15,329
"3,3",front-to-back,1.0,15,321
"3,3",front-to-back,1.0,15,321
"3,3",front-to-back,1.0,15,322
"3,3",front-to-back,1.0,15,322
"3,3",front-to-back,1.0,15,320
"3,3",front-to-back,1.0,15,322
"3,3",front-to-back,1.0,15,313
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,332
"3,3",front-to-back,1.0,15,324
"3,3",front-to-back,1.0,15,316
"3,3",front-to-back,1.0,15,328
"3,3",front-to-back,1.0,15,319
"3,3",front-to-back,1.0,15,317
"3,3",front-to-back,1.0,15,328
"3,3",front-to-back,1.0,15,325
"3,3",front-to-back,1.0,15,335
"3,3",front-to-back,1.0,15,325
"3,3",front-to-back,1.0,15,317
"3,3",front-to-back,1.0,15,318
"3,3",front-to-back,1.0,15,334
"3,3",front-to-back,1.0,15,317
"3,3",front-to-back,1.0,15,328
"3,3",front-to-back,1.0,15,321
"3,3",front-to-back,1.0,15,328
"3,3",front-to-back,1.0,15,326
"3,3",front-to-back,1.0,15,323
"3,3",front-to-back,1.0,15,323
"3,3",front-to-back,1.0,15,327
"3,3",front-to-back,1.0,15,332
"3,3",back-to-front,0.0,15,111
"3,3",back-to-front,0.0,15,117
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,110
"3,3",back-to-front,0.0,15,115
"3,3",back-to-front,0.0,15,115
"3,3",back-to-front,0.0,15,120
"3,3",back-to-front,0.0,15,120
"3,3",back-to-front,0.0,15,121
"3,3",back-to-front,0.0,15,116
"3,3",back-to-front,0.0,15,124
"3,3",back-to-front,0.0,15,126
"3,3",back-to-front,0.0,15,119
"3,3",back-to-front,0.0,15,123
"3,3",back-to-front,0.0,15,123
"3,3",back-to-front,0.0,15,125
"3,3",back-to-front,0.0,15,118
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,123
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,117
"3,3",back-to-front,0.0,15,117
"3,3",back-to-front,0.0,15,125
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,119
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,112
"3,3",back-to-front,0.0,15,128
"3,3",back-to-front,0.0,15,119
"3,3",back-to-front,0.0,15,116
"3,3",back-to-front,0.0,15,120
"3,3",back-to-front,0.0,15,120
"3,3",back-to-front,0.0,15,120
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,114
"3,3",back-to-front,0.0,15,122
"3,3",back-to-front,0.0,15,128
"3,3",back-to-front,0.0,15,115
"3,3",back-to-front,0.0,15,118
"3,3",back-to-front,0.0,15,119
"3,3",back-to-front,0.0,15,117
"3,3",back-to-front,0.0,15,123
"3,3",back-to-front,0.0,15,126
"3,3",back-to-front,0.0,15,116
"3,3",back-to-front,0.0,15,127
"3,3",back-to-front,0.0,15,118
"3,3",back-to-front,0.0,15,115
"3,3",back-to-front,0.0,15,113
"3,3",back-to-front,0.0,15,121
"3,3",back-to-front,0.0,15,115
"3,3",back-to-front,0.0,15,124
"3,3",back-to-front,0.0,15,118
"3,3",back-to-front,0.0,15,120
"3,3",back-to-front,0.0,15,121
"3,3",back-to-front,0.0,15,116
"3,3",back-to-front,0.0,15,121
"3,3",back-to-front,0.0,15,113
"3,3",back-to-front,0.0,15,119
"3,3",back-to-front,0.0,15,117
"3,3",back-to-front,0.1,15,141
"3,3",back-to-front,0.1,15,137
"3,3",back-to-front,0.1,15,132
"3,3",back-to-front,0.1,15,139
"3,3",back-to-front,0.1,15,139
"3,3",back-to-front,0.1,15,132
"3,3",back-to-front,0.1,15,140
"3,3",back-to-front,0.1,15,130
"3,3",back-to-front,0.1,15,125
"3,3",back-to-front,0.1,15,129
"3,3",back-to-front,0.1,15,131
"3,3",back-to-front,0.1,15,132
"3,3",back-to-front,0.1,15,135
"3,3",back-to-front,0.1,15,138
